,Year,Month,Day,User Score,Title,Genre,Duration [minutes],Director,Lead_Actor_1,Lead_Actor_2,Budget [USD],Revenue [USD],Language,Classification
2775,2015,Oct,15,70,The Lobster (2015),"['Comedy', 'Drama', 'Romance']",118,Yorgos Lanthimos,Colin Farrell,Rachel Weisz,"$4,000,000.00","$15,656,193.00",English,R
2776,2011,Jun,16,70,Hawaiian Vacation (2011),"['Animation', 'Family', 'Comedy']",6,Gary Rydstrom,Tom Hanks,Tim Allen,-,-,English,G
2777,1992,Sep,18,70,Husbands and Wives (1992),"['Romance', 'Comedy', 'Drama']",108,Woody Allen,Woody Allen,Mia Farrow,-,-,English,R
2778,2004,Mar,19,70,Dawn of the Dead (2004),"['Action', 'Horror']",101,Zack Snyder,Sarah Polley,Ving Rhames,"$26,000,000.00","$102,278,712.00",English,C
2779,2005,Feb,08,70,Constantine (2005),"['Fantasy', 'Action', 'Horror']",121,Kevin Brodbin,Keanu Reeves,Rachel Weisz,"$100,000,000.00","$230,884,728.00",English,B
2780,2016,Jun,05,70,Never Back Down: No Surrender (2016),"['Drama', 'Action']",101,Michael Jai White,Michael Jai White,Josh Barnett,-,-,English,R
2781,2014,Jan,16,70,Wild (2014),['Drama'],115,Cheryl Strayed,Reese Witherspoon,Laura Dern,"$15,000,000.00","$52,501,541.00",English,R
2782,2002,Oct,01,70,Barbie as Rapunzel (2002),"['Animation', 'Family']",84,Ruth Handler,Kelly Sheridan,Anjelica Huston,-,-,English,G
2783,1991,Nov,22,70,The Addams Family (1991),"['Comedy', 'Fantasy']",102,Charles Addams,Raul Julia,Anjelica Huston,"$30,000,000.00","$191,502,426.00",English,B
2784,1995,Dec,29,70,Mr. Holland's Opus (1995),"['Drama', 'Music', 'Family']",137,Stephen Herek,Richard Dreyfuss,Glenne Headly,"$31,000,000.00","$106,269,971.00",English,PG
2785,1971,Oct,07,70,Bedknobs and Broomsticks (1971),"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Music']",117,Robert Stevenson,Angela Lansbury,David Tomlinson,"$20,000,000.00","$17,900,000.00",English,G
2786,1980,Sep,26,70,Stardust Memories (1980),"['Comedy', 'Drama', 'Romance']",89,Woody Allen,Woody Allen,Charlotte Rampling,"$10,000,000.00","$10,389,003.00",English,PG
2787,2005,Jan,26,70,March of the Penguins (2005),"['Documentary', 'Family']",80,Luc Jacquet,Charles Berling,Romane Bohringer,"$3,300,000.00","$127,392,239.00",French,G
2788,2005,Sep,04,70,Wallace &amp; Gromit: The Curse of the Were-Rabbit (2005),"['Adventure', 'Animation', 'Comedy', 'Family']",85,Nick Park,Peter Sallis,Ralph Fiennes,"$30,000,000.00","$192,610,372.00",English,G
2789,1983,Oct,20,70,Rumble Fish (1983),"['Action', 'Crime', 'Drama']",94,Francis Ford Coppola,Matt Dillon,Mickey Rourke,"$10,000,000.00","$2,494,480.00",English,R
2790,2016,Oct,07,70,Blue Jay (2016),"['Drama', 'Romance']",81,Alexandre Lehmann,Mark Duplass,Sarah Paulson,-,"$21,626.00",English,NR
2791,2017,Oct,20,70,The Death of Stalin (2017),"['Comedy', 'Drama', 'History']",107,Armando Iannucci,Steve Buscemi,Simon Russell Beale,"$13,000,000.00","$24,640,027.00",English,R
2792,1957,Feb,13,70,Funny Face (1957),"['Music', 'Comedy', 'Romance']",103,Stanley Donen,Audrey Hepburn,Fred Astaire,-,-,English,NR
2793,1986,Aug,14,70,Manhunter (1986),"['Crime', 'Horror', 'Thriller']",2,Michael Mann,William Petersen,Dennis Farina,"$15,000,000.00","$8,620,929.00",English,R
2794,1953,Feb,25,70,Monsieur Hulot's Holiday (1953),['Comedy'],87,Jacques Tati,Jacques Tati,Nathalie Pascaud,-,-,French,NR
2795,2017,Oct,20,70,The Killing of a Sacred Deer (2017),"['Drama', 'Thriller', 'Mystery']",121,Yorgos Lanthimos,Colin Farrell,Nicole Kidman,-,"$7,027,336.00",English,R
2796,1972,Dec,06,70,The Tall Blond Man with One Black Shoe (1972),"['Comedy', 'Mystery']",90,Yves Robert,Pierre Richard,Bernard Blier,-,-,French,U
2797,1997,Dec,10,70,Amistad (1997),"['Drama', 'History', 'Mystery']",155,Steven Spielberg,Morgan Freeman,Nigel Hawthorne,"$36,000,000.00","$44,229,441.00",English,R
2798,1985,Jul,03,70,Day of the Dead (1985),"['Horror', 'Thriller', 'Drama', 'Mystery']",101,George A. Romero,Lori Cardille,Anthony Dileo Jr.,"$3,500,000.00","$34,000,000.00",English,NR
2799,2020,Dec,25,70,News of the World (2020),"['Drama', 'Western', 'Adventure', 'Action']",118,Paul Greengrass,Tom Hanks,Helena Zengel,-,"$12,668,325.00",English,PG13
2800,2015,Sep,24,70,Truman (2015),"['Drama', 'Comedy']",105,Cesc Gay,Ricardo Darín,Javier Cámara,-,"$9,027,600.00",Spanish; Castilian,12
2801,2011,Sep,08,70,Le Havre (2011),"['Drama', 'Comedy']",94,Aki Kaurismäki,André Wilms,Kati Outinen,"$3,850,000.00",-,French,0
2802,1959,Dec,15,70,Journey to the Center of the Earth (1959),"['Adventure', 'Fantasy', 'Family']",132,Henry Levin,Pat Boone,James Mason,"$3,440,000.00","$10,000,000.00",English,G
2803,1999,Apr,16,70,The Thirteenth Floor (1999),"['Thriller', 'Science Fiction', 'Mystery']",101,Josef Rusnak,Craig Bierko,Armin Mueller-Stahl,"$16,000,000.00","$18,564,088.00",English,R
2804,1995,Oct,13,70,Strange Days (1995),"['Crime', 'Drama', 'Science Fiction', 'Thriller']",145,James Cameron,Ralph Fiennes,Angela Bassett,"$42,000,000.00","$7,959,291.00",English,R
2805,2017,Nov,22,70,Le Brio (2017),"['Drama', 'Comedy']",95,Yvan Attal,Daniel Auteuil,Camélia Jordana,-,"$10,968,212.00",French,10
2806,1997,Nov,18,70,The Rainmaker (1997),"['Drama', 'Crime', 'Thriller']",135,Francis Ford Coppola,Matt Damon,Danny DeVito,"$40,000,000.00","$45,916,769.00",English,PG13
2807,1994,Dec,22,70,Shallow Grave (1994),"['Crime', 'Thriller']",93,Danny Boyle,Kerry Fox,Christopher Eccleston,-,-,English,R
2808,2003,Sep,05,70,Coffee and Cigarettes (2003),"['Comedy', 'Drama']",96,Jim Jarmusch,Roberto Benigni,Steven Wright,-,"$7,897,645.00",English,R
2809,2009,Sep,29,70,Superman/Batman: Public Enemies (2009),"['Science Fiction', 'Animation', 'Action', 'Adventure', 'Family']",67,Sam Liu,Kevin Conroy,Tim Daly,-,-,English,PG13
2810,2008,Nov,23,70,24: Redemption (2008),"['Action', 'Adventure', 'Crime']",102,Jon Cassar,Kiefer Sutherland,Cherry Jones,-,-,English,PG13
2811,2015,Feb,19,70,The Legendary Giulia and Other Miracles (2015),['Comedy'],115,Edoardo Leo,Luca Argentero,Edoardo Leo,-,-,Italian,T
2812,1997,Aug,13,70,The Full Monty (1997),['Comedy'],91,Peter Cattaneo,Robert Carlyle,Mark Addy,"$3,500,000.00","$257,850,122.00",English,R
2813,1985,Oct,18,70,Re-Animator (1985),"['Science Fiction', 'Comedy', 'Horror']",86,Stuart Gordon,Jeffrey Combs,Bruce Abbott,"$900,000.00","$2,023,414.00",English,NR
2814,1996,Jan,19,70,From Dusk Till Dawn (1996),"['Horror', 'Action', 'Thriller', 'Crime']",108,Robert Rodriguez,George Clooney,Quentin Tarantino,"$19,000,000.00","$25,836,616.00",English,R
2815,2020,Mar,27,70,Resistance (2020),"['War', 'History', 'Drama']",2,Jonathan Jakubowicz,Jesse Eisenberg,Ed Harris,-,"$288,064.00",English,R
2816,2016,Jun,08,70,Don't Breathe (2016),"['Thriller', 'Horror']",89,Fede Álvarez,Stephen Lang,Jane Levy,"$9,900,000.00","$159,047,649.00",English,R
2817,2002,Oct,02,70,Red Dragon (2002),"['Crime', 'Drama', 'Thriller']",124,Brett Ratner,Anthony Hopkins,Edward Norton,"$78,000,000.00","$209,196,298.00",English,C
2818,1997,Jun,27,70,Face/Off (1997),"['Action', 'Crime', 'Science Fiction', 'Thriller']",138,John Woo,John Travolta,Nicolas Cage,"$80,000,000.00","$245,676,146.00",English,R
2819,2022,Aug,17,70,Look Both Ways (2022),"['Romance', 'Drama', 'Comedy']",110,Wanuri Kahiu,Lili Reinhart,Danny Ramirez,-,-,English,PG13
2820,2019,Sep,07,70,A Beautiful Day in the Neighborhood (2019),"['Drama', 'History']",109,Marielle Heller,Matthew Rhys,Tom Hanks,"$25,000,000.00","$67,925,733.00",English,PG
2821,2005,Sep,30,70,Capote (2005),"['Crime', 'Drama']",114,Bennett Miller,Philip Seymour Hoffman,Catherine Keener,"$7,000,000.00","$49,327,405.00",English,R
2822,2016,Mar,03,70,A Conspiracy of Faith (2016),"['Crime', 'Drama', 'Mystery', 'Thriller']",108,Hans Petter Moland,Nikolaj Lie Kaas,Fares Fares,"$5,210,000.00","$5,900,000.00",Danish,NR
2823,2016,Jul,07,70,Emerald Green (2016),"['Fantasy', 'Action']",113,Katharina Schöde,Maria Ehrich,Jannis Niewöhner,-,-,German,12
2824,1997,Nov,07,70,Starship Troopers (1997),"['Adventure', 'Action', 'Thriller', 'Science Fiction']",129,Paul Verhoeven,Casper Van Dien,Dina Meyer,"$105,000,000.00","$121,214,377.00",English,C
2825,2012,Jun,01,70,The Angels' Share (2012),"['Drama', 'Comedy']",101,Ken Loach,Paul Brannigan,Siobhan Reilly,-,"$7,034,007.00",English,R
2826,2008,Oct,09,70,Bronson (2008),"['Drama', 'Action', 'Crime']",92,Nicolas Winding Refn,Tom Hardy,Matt King,"$230,000.00","$2,260,712.00",English,R
2827,2008,Dec,25,70,Ghajini (2008),"['Action', 'Romance', 'Thriller']",186,A.R. Murugadoss,Aamir Khan,Asin Thottumkal,"$9,100,000.00","$76,000,000.00",Hindi,PG13
2828,2006,May,09,70,Cashback (2006),"['Drama', 'Comedy', 'Romance']",102,Sean Ellis,Sean Biggerstaff,Emilia Fox,-,"$2,294,291.00",English,R
2829,2022,Aug,11,70,Beast (2022),"['Thriller', 'Adventure', 'Horror']",93,Baltasar Kormákur,Idris Elba,Leah Jeffries,-,"$56,000,000.00",English,R
2830,2017,Jul,16,70,Tokyo Ghoul (2017),"['Action', 'Drama', 'Thriller']",119,Kentaro Hagiwara,Masataka Kubota,Fumika Shimizu,-,-,Japanese,NC17
2831,2016,Jul,14,70,Toni Erdmann (2016),"['Comedy', 'Drama']",162,Maren Ade,Sandra Hüller,Peter Simonischek,"$10,000,000.00",-,German,12
2832,2012,Jun,21,70,Brave (2012),"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",93,Brenda Chapman,Kelly Macdonald,Billy Connolly,"$185,000,000.00","$538,983,207.00",English,PG
2833,1981,Apr,10,70,Excalibur (1981),"['Adventure', 'Fantasy']",140,John Boorman,Nigel Terry,Helen Mirren,"$11,000,000.00","$34,967,437.00",English,R
2834,1969,Jun,02,70,The Italian Job (1969),"['Action', 'Crime', 'Comedy', 'Thriller']",99,Peter Collinson,Michael Caine,Noël Coward,"$3,000,000.00",-,English,G
2835,1969,Jan,31,70,The Swimming Pool (1969),"['Crime', 'Drama']",123,Jacques Deray,Romy Schneider,Alain Delon,-,-,French,PG
2836,2019,Apr,04,70,Missing Link (2019),"['Family', 'Animation', 'Comedy', 'Adventure', 'Fantasy']",95,Chris Butler,Hugh Jackman,Zoe Saldaña,"$100,000,000.00","$26,249,469.00",English,PG
2837,1991,Feb,13,70,Paprika (1991),['Drama'],99,Tinto Brass,Debora Caprioglio,Stéphane Bonnet,-,-,Italian,VM18
2838,1971,Mar,31,70,The Beguiled (1971),"['Drama', 'Thriller', 'War']",105,Don Siegel,Clint Eastwood,Geraldine Page,-,-,English,R
2839,2001,Mar,09,70,The Son's Room (2001),['Drama'],99,Nanni Moretti,Nanni Moretti,Laura Morante,-,-,Italian,R
2840,1998,Sep,11,70,Rounders (1998),"['Drama', 'Crime']",121,John Dahl,Matt Damon,Edward Norton,"$12,000,000.00","$22,921,898.00",English,R
2841,2003,Sep,12,70,Matchstick Men (2003),"['Comedy', 'Drama', 'Crime', 'Thriller']",116,Ridley Scott,Nicolas Cage,Sam Rockwell,"$62,000,000.00","$65,565,672.00",English,PG13
2842,2021,Feb,09,70,AINBO: Spirit of the Amazon (2021),"['Adventure', 'Animation', 'Family', 'Fantasy']",84,Richard Claus,Lola Raie,Alejandra Gollas,-,"$7,877,742.00",English,PG
2843,2019,May,24,70,The Secret Life of Pets 2 (2019),"['Adventure', 'Animation', 'Comedy', 'Family']",86,Brian Lynch,Patton Oswalt,Kevin Hart,"$80,000,000.00","$155,152,550.00",English,AA
2844,1942,Feb,11,70,Bambi (1942),"['Animation', 'Drama', 'Family']",70,David Hand,Donnie Dunagan,Peter Behn,"$858,000.00","$267,447,150.00",English,G
2845,2019,Sep,04,70,Martin Eden (2019),"['Romance', 'Drama']",129,Pietro Marcello,Luca Marinelli,Jessica Cressy,"$3,800,000.00","$1,681,545.00",Italian,M14
2846,1968,Sep,26,70,Oliver! (1968),"['Drama', 'Family', 'Music']",153,Carol Reed,Ron Moody,Shani Wallis,"$10,000,000.00","$37,402,877.00",English,G
2847,1997,Sep,25,70,The Sweet Hereafter (1997),['Drama'],112,Atom Egoyan,Ian Holm,Sarah Polley,"$5,000,000.00","$7,951,247.00",English,R
2848,2006,Sep,15,70,Jesus Camp (2006),['Documentary'],84,Rachel Grady,Becky Fischer,Mike Papantonio,-,"$1,013,596.00",English,PG13
2849,1989,Jul,07,70,Lethal Weapon 2 (1989),"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",114,Richard Donner,Mel Gibson,Danny Glover,"$25,000,000.00","$227,853,986.00",English,R
2850,2019,Nov,08,70,The Platform (2019),"['Drama', 'Science Fiction', 'Thriller']",95,Galder Gaztelu-Urrutia,Iván Massagué,Antonia San Juan,-,-,Spanish; Castilian,NR
2851,2016,Apr,08,70,Julieta (2016),"['Drama', 'Romance']",96,Pedro Almodóvar,Emma Suárez,Adriana Ugarte,"$1,490,000.00","$22,468,044.00",Spanish; Castilian,R
2852,2014,Dec,24,70,Big Eyes (2014),['Drama'],106,Tim Burton,Amy Adams,Christoph Waltz,"$10,000,000.00","$28,883,511.00",English,PG13
2853,2022,Oct,06,70,Terrifier 2 (2022),"['Horror', 'Thriller']",138,Damien Leone,Lauren LaVera,David Howard Thornton,"$250,000.00","$10,155,347.00",English,NR
2854,2018,Jun,07,70,Ocean's Eight (2018),"['Crime', 'Comedy', 'Action']",111,Gary Ross,Sandra Bullock,Cate Blanchett,"$70,000,000.00","$297,718,711.00",English,B
2855,2000,Dec,25,70,Thirteen Days (2000),"['Drama', 'History', 'Thriller', 'War']",145,Roger Donaldson,Kevin Costner,Bruce Greenwood,"$80,000,000.00","$34,566,746.00",English,PG13
2856,1985,Jul,10,70,Silverado (1985),['Western'],133,Lawrence Kasdan,Kevin Kline,Scott Glenn,"$23,000,000.00","$32,192,570.00",English,PG13
2857,2022,Jun,01,70,Jurassic World Dominion (2022),"['Adventure', 'Action', 'Science Fiction']",147,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,"$165,000,000.00","$1,001,000,000.00",English,PG13
2858,2012,Jan,27,70,ACAB : All Cops Are Bastards (2012),"['Action', 'Drama', 'Crime']",105,Stefano Sollima,Pierfrancesco Favino,Filippo Nigro,"$5,000,000.00","$3,300,000.00",Italian,T
2859,2000,Jul,07,70,But I'm a Cheerleader (2000),"['Comedy', 'Romance']",85,Jamie Babbit,Natasha Lyonne,Clea DuVall,"$1,200,000.00","$2,600,000.00",English,R
2860,1973,Dec,03,70,Don't Look Now (1973),"['Thriller', 'Drama', 'Horror']",110,Nicolas Roeg,Julie Christie,Donald Sutherland,"$1,500,000.00",-,English,R
2861,2020,Feb,05,70,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn) (2020),"['Action', 'Crime']",109,Bruce Timm,Margot Robbie,Ewan McGregor,"$75,000,000.00","$201,858,461.00",English,B15
2862,2013,Aug,01,70,Blue Jasmine (2013),['Drama'],99,Woody Allen,Alec Baldwin,Cate Blanchett,"$18,000,000.00","$99,206,215.00",English,PG13
2863,2012,Jul,06,70,The Magic of Belle Isle (2012),"['Comedy', 'Drama']",109,Rob Reiner,Morgan Freeman,Virginia Madsen,-,"$123,821.00",English,PG
2864,1995,Dec,13,70,The Three Brothers (1995),['Comedy'],105,Didier Bourdon,Pascal Légitimus,Didier Bourdon,"$7,500,000.00",-,French,U
2865,2007,Oct,05,70,Timecrimes (2007),"['Science Fiction', 'Thriller']",92,Nacho Vigalondo,Karra Elejalde,Candela Fernández,"$2,600,000.00","$553,198.00",Spanish; Castilian,R
2866,1962,Oct,07,70,Dr. No (1962),"['Adventure', 'Action', 'Thriller']",110,Terence Young,Sean Connery,Ursula Andress,"$950,000.00","$59,600,000.00",English,B
2867,2019,May,16,70,The Sun Is Also a Star (2019),"['Romance', 'Drama']",100,Ry Russo-Young,Yara Shahidi,Charles Melton,-,"$1,040,000.00",English,PG13
2868,2017,Dec,22,70,The Post (2017),"['Drama', 'History']",116,Steven Spielberg,Meryl Streep,Tom Hanks,"$50,000,000.00","$179,769,467.00",English,PG13
2869,2015,Oct,29,70,The Dressmaker (2015),"['Drama', 'Comedy', 'Western']",118,Jocelyn Moorhouse,Kate Winslet,Liam Hemsworth,"$11,930,000.00","$25,003,426.00",English,M
2870,2010,Oct,08,70,It's Kind of a Funny Story (2010),"['Comedy', 'Drama']",102,Ryan Fleck,Keir Gilchrist,Emma Roberts,"$8,000,000.00","$6,491,240.00",English,PG13
2871,2017,Mar,16,70,What the Health (2017),['Documentary'],97,Keegan Kuhn,Kip Andersen,Larry Baldwin,"$273,428.00",-,English,NR
2872,2003,Sep,27,70,Barbie of Swan Lake (2003),"['Animation', 'Family']",81,Ruth Handler,Kelly Sheridan,Mark Hildreth,-,-,English,G
2873,1982,Jul,28,70,An Officer and a Gentleman (1982),"['Drama', 'Romance']",124,Taylor Hackford,Richard Gere,Debra Winger,"$7,500,000.00","$129,795,554.00",English,R
2874,2010,Jul,31,70,Naruto Shippuden the Movie: The Lost Tower (2010),"['Adventure', 'Action', 'Animation']",85,Masahiko Murata,Kazuhiko Inoue,Chie Nakamura,-,-,Japanese,PG13
2875,1974,Dec,09,70,Alice Doesn't Live Here Anymore (1974),"['Drama', 'Romance']",112,Martin Scorsese,Ellen Burstyn,Kris Kristofferson,"$1,800,000.00","$21,000,000.00",English,PG
2876,1988,Feb,26,70,Bloodsport (1988),"['Action', 'Drama']",92,Newt Arnold,Jean-Claude Van Damme,Bolo Yeung,"$1,500,000.00","$65,000,000.00",English,C
2877,2006,Sep,15,70,Gridiron Gang (2006),"['Action', 'Crime', 'Drama']",125,Jac Flanders,Dwayne Johnson,Xzibit,"$30,000,000.00","$41,480,851.00",English,PG13
2878,1999,Dec,17,70,The Cider House Rules (1999),['Drama'],126,John Irving,Tobey Maguire,Charlize Theron,"$24,000,000.00","$88,545,092.00",English,PG13
2879,2007,Jul,25,70,The Simpsons Movie (2007),"['Animation', 'Comedy', 'Family']",87,David Silverman,Dan Castellaneta,Julie Kavner,"$75,000,000.00","$527,068,851.00",English,B
2880,2017,Sep,13,70,mother! (2017),"['Drama', 'Horror', 'Mystery']",121,Darren Aronofsky,Jennifer Lawrence,Javier Bardem,"$30,000,000.00","$44,516,999.00",English,C
2881,2013,Dec,27,70,Labor Day (2013),['Drama'],111,Jason Reitman,Kate Winslet,Josh Brolin,"$18,000,000.00","$20,275,812.00",English,PG13
2882,1941,Oct,31,70,Dumbo (1941),"['Animation', 'Family']",64,Ben Sharpsteen,Sterling Holloway,Herman Bing,"$812,000.00","$1,600,000.00",English,A
2883,1989,Dec,20,70,Born on the Fourth of July (1989),"['Drama', 'War']",145,Ron Kovic,Tom Cruise,Raymond J. Barry,"$14,000,000.00","$161,001,698.00",English,R
2884,2020,Mar,06,70,First Cow (2020),"['Drama', 'Western']",122,Kelly Reichardt,John Magaro,Orion Lee,-,"$101,068.00",English,PG13
2885,1988,Aug,13,70,Police Story 2 (1988),"['Action', 'Crime', 'Thriller']",122,Jackie Chan,Jackie Chan,Maggie Cheung,-,-,Cantonese,PG13
2886,2011,Jul,22,70,Captain America: The First Avenger (2011),"['Action', 'Adventure', 'Science Fiction']",124,Joe Johnston,Chris Evans,Tommy Lee Jones,"$140,000,000.00","$370,569,774.00",English,B
2887,1993,Oct,01,70,Cool Runnings (1993),"['Comedy', 'Adventure', 'Drama']",98,Lynn Siefert,Leon,Doug E. Doug,"$14,000,000.00","$154,856,263.00",English,PG
2888,2022,Aug,24,70,After Ever Happy (2022),"['Romance', 'Drama']",95,Castille Landon,Josephine Langford,Hero Fiennes Tiffin,-,"$12,467,270.00",English,R
2889,2018,Dec,28,70,Stan &amp; Ollie (2018),"['Comedy', 'Drama']",98,Jon S. Baird,Steve Coogan,John C. Reilly,"$10,000,000.00","$24,420,923.00",English,PG
2890,1987,Oct,30,70,The Hidden (1987),"['Horror', 'Science Fiction', 'Thriller']",96,Jack Sholder,Kyle MacLachlan,Michael Nouri,"$5,000,000.00","$9,747,988.00",English,R
2891,2005,Aug,31,70,The Constant Gardener (2005),"['Drama', 'Mystery', 'Thriller']",129,Fernando Meirelles,Ralph Fiennes,Rachel Weisz,"$25,000,000.00","$82,468,097.00",English,R
2892,2006,Jan,06,70,Running Scared (2006),"['Action', 'Crime', 'Drama', 'Thriller']",122,Wayne Kramer,Paul Walker,Cameron Bright,"$17,000,000.00","$9,500,000.00",English,R
2893,2006,May,24,70,An Inconvenient Truth (2006),['Documentary'],100,Davis Guggenheim,Al Gore,Billy West,"$1,000,000.00","$46,243,000.00",English,PG
2894,1994,Sep,12,70,Heavenly Creatures (1994),"['Drama', 'Fantasy']",109,Peter Jackson,Melanie Lynskey,Kate Winslet,"$5,000,000.00","$3,049,135.00",English,R
2895,2000,Jul,13,70,X-Men (2000),"['Adventure', 'Action', 'Science Fiction']",104,Bryan Singer,Patrick Stewart,Hugh Jackman,"$75,000,000.00","$296,339,527.00",English,B
2896,2002,Feb,06,70,8 Women (2002),"['Comedy', 'Thriller', 'Mystery']",111,François Ozon,Catherine Deneuve,Isabelle Huppert,"$8,000,000.00",-,French,R
2897,1999,Mar,19,70,Arlington Road (1999),"['Crime', 'Drama', 'Thriller', 'Mystery']",117,Mark Pellington,Jeff Bridges,Tim Robbins,"$21,500,000.00",-,English,R
2898,2018,Sep,07,70,Next Gen (2018),"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",105,Joe Ksander,John Krasinski,Charlyne Yi,"$22,000,000.00",-,English,PG
2899,2010,Nov,05,70,Another Year (2010),['Drama'],129,Mike Leigh,Jim Broadbent,Lesley Manville,"$8,000,000.00","$18,124,262.00",English,PG13
2900,1993,Sep,10,70,The Age of Innocence (1993),"['Drama', 'Romance']",139,Martin Scorsese,Daniel Day-Lewis,Michelle Pfeiffer,"$34,000,000.00","$32,255,440.00",English,PG
2901,1998,Nov,20,70,Enemy of the State (1998),"['Action', 'Drama', 'Thriller']",132,Tony Scott,Will Smith,Gene Hackman,"$90,000,000.00","$250,649,836.00",English,R
2902,2007,Sep,03,70,Hotel Chevalier (2007),"['Drama', 'Romance']",13,Wes Anderson,Jason Schwartzman,Natalie Portman,-,-,English,R
2903,2015,Feb,05,70,Shaun the Sheep Movie (2015),"['Family', 'Animation', 'Comedy', 'Adventure']",85,Mark Burton,Justin Fletcher,Omid Djalili,"$25,000,000.00","$106,209,378.00",English,PG
2904,2009,Sep,11,70,Fish Tank (2009),['Drama'],123,Andrea Arnold,Katie Jarvis,Michael Fassbender,"$3,000,000.00","$2,404,300.00",English,NR
2905,2009,Nov,25,70,The Road (2009),"['Adventure', 'Drama']",111,John Hillcoat,Viggo Mortensen,Kodi Smit-McPhee,"$32,000,000.00","$27,635,305.00",English,B15
2906,1986,Jan,17,70,The Hitcher (1986),"['Horror', 'Action', 'Thriller']",98,Robert Harmon,Rutger Hauer,C. Thomas Howell,"$6,000,000.00","$5,844,868.00",English,R
